,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,"Rouge,Malvern",43.806686299999996,-79.19435340000001,Wendy's,43.80744841934756,-79.19905558052072,Fast Food Restaurant
1,"Highland Creek,Rouge Hill,Port Union",43.7845351,-79.16049709999999,Royal Canadian Legion,43.78253332838298,-79.16308473261682,Bar
2,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,Swiss Chalet Rotisserie & Grill,43.76769708292701,-79.1899135003439,Pizza Place
3,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,G & G Electronics,43.765309,-79.191537,Electronics Store
4,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,Marina Spa,43.766,-79.191,Spa
5,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,Big Bite Burrito,43.766299084470795,-79.19071980583941,Mexican Restaurant
6,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,Enterprise Rent-A-Car,43.7640757,-79.1934057,Rental Car Location
7,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,Woburn Medical Centre,43.766631153138455,-79.19228553771973,Medical Center
8,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,Lawrence Ave E & Kingston Rd,43.767704,-79.18949,Intersection
9,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,Eggsmart,43.7678,-79.190466,Breakfast Spot
10,Woburn,43.7709921,-79.21691740000001,Starbucks,43.770037201625215,-79.22115586641958,Coffee Shop
11,Woburn,43.7709921,-79.21691740000001,Tim Hortons,43.7708270725628,-79.22307810384153,Coffee Shop
12,Woburn,43.7709921,-79.21691740000001,Korean Grill House,43.7708117291354,-79.21450208834013,Korean Restaurant
13,Cedarbrae,43.773136,-79.23947609999999,Federick Restaurant,43.77469659057996,-79.24114242818267,Hakka Restaurant
14,Cedarbrae,43.773136,-79.23947609999999,Drupati's Roti & Doubles,43.775222138791534,-79.24167761001029,Caribbean Restaurant
15,Cedarbrae,43.773136,-79.23947609999999,Thai One On,43.77446763641413,-79.24126833717742,Thai Restaurant
16,Cedarbrae,43.773136,-79.23947609999999,TD Canada Trust,43.77495189482367,-79.24134314060211,Bank
17,Cedarbrae,43.773136,-79.23947609999999,Centennial Recreation Centre,43.77459330890341,-79.23649962433035,Athletics & Sports
18,Cedarbrae,43.773136,-79.23947609999999,Petro-Canada,43.774106,-79.243097,Gas Station
19,Cedarbrae,43.773136,-79.23947609999999,B&A Bakery,43.77439074389114,-79.24387684648542,Bakery
20,Cedarbrae,43.773136,-79.23947609999999,Popeyes Louisiana Kitchen,43.7759298356196,-79.23532833470263,Fried Chicken Joint
21,Scarborough Village,43.7447342,-79.23947609999999,McCowan Park,43.74508851212816,-79.239335687338,Playground
22,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,Giant Tiger,43.72744662939136,-79.26624035854763,Department Store
23,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,Tim Hortons,43.72689508691926,-79.26615692675114,Coffee Shop
24,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,Bros. CONVENIENCE,43.72778143829621,-79.26570835903846,Convenience Store
25,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,Tandy Leather,43.7269737868054,-79.26651349240451,Hobby Shop
26,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,Dollarama,43.72659620252377,-79.26682995710473,Discount Store
27,"Clairlea,Golden Mile,Oakridge",43.711111700000004,-79.2845772,Dairy Queen,43.71037770465013,-79.29070115089417,Fast Food Restaurant
28,"Clairlea,Golden Mile,Oakridge",43.711111700000004,-79.2845772,Warden Ave & St. Clair Ave E,43.71205669347002,-79.28100496530533,Intersection
29,"Clairlea,Golden Mile,Oakridge",43.711111700000004,-79.2845772,TTC Bus #68 Warden,43.71177810997778,-79.27971412913774,Bus Line
30,"Clairlea,Golden Mile,Oakridge",43.711111700000004,-79.2845772,Warden Subway Station,43.71122905571982,-79.27960224480387,Metro Station
31,"Clairlea,Golden Mile,Oakridge",43.711111700000004,-79.2845772,TTC Bus 102 Markham Road,43.711381420906115,-79.27958752636661,Bus Line
32,"Clairlea,Golden Mile,Oakridge",43.711111700000004,-79.2845772,Warden Station Bus Loop,43.71124084776515,-79.27957605867647,Bus Station
33,"Clairlea,Golden Mile,Oakridge",43.711111700000004,-79.2845772,Bakery On The Go,43.711270905205765,-79.27950587661704,Bakery
34,"Clairlea,Golden Mile,Oakridge",43.711111700000004,-79.2845772,Cafe on the go,43.71115104374148,-79.27946923512921,Bakery
35,"Clairlea,Golden Mile,Oakridge",43.711111700000004,-79.2845772,Warden Woods Park,43.71052711027375,-79.27896551895955,Park
36,"Clairlea,Golden Mile,Oakridge",43.711111700000004,-79.2845772,Clairlea Futbol Centre,43.71523429184505,-79.28650639185544,Soccer Field
37,"Cliffcrest,Cliffside,Scarborough Village West",43.716316,-79.23947609999999,Have A Nap Motel,43.718256,-79.240135,Motel
38,"Cliffcrest,Cliffside,Scarborough Village West",43.716316,-79.23947609999999,Vincent's Spot,43.71700152544261,-79.24235338465942,American Restaurant
39,"Birch Cliff,Cliffside West",43.692657000000004,-79.2648481,The Birchcliff,43.69166644406541,-79.26453158481682,Café
40,"Birch Cliff,Cliffside West",43.692657000000004,-79.2648481,Birchmount Community Centre,43.69517507509799,-79.26216087070237,General Entertainment
41,"Birch Cliff,Cliffside West",43.692657000000004,-79.2648481,Scarborough Gardens,43.6946465192162,-79.26223031725522,Skating Rink
42,"Birch Cliff,Cliffside West",43.692657000000004,-79.2648481,Birchmount Stadium,43.695322867712626,-79.26129341125488,College Stadium
43,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,Kairali,43.754914739291834,-79.27694504646365,Indian Restaurant
44,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,Kim Kim restaurant,43.75383283792732,-79.27661122245037,Chinese Restaurant
45,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,Karaikudi Chettinad South Indian Restaurant,43.756041539453136,-79.27627591942013,Indian Restaurant
46,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,Big Al's Pet Supercentre,43.75927894411595,-79.27832544749343,Pet Store
47,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,Pho Vietnam,43.757770305647185,-79.27857193068989,Vietnamese Restaurant
48,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,Mill St. Brewery,43.759471599836886,-79.27112102508545,Brewery
49,"Maryvale,Wexford",43.750071500000004,-79.2958491,Crown Pastries,43.746098,-79.293142,Bakery
50,"Maryvale,Wexford",43.750071500000004,-79.2958491,Wexford Restaurant,43.7460300445972,-79.29384330907153,Breakfast Spot
51,"Maryvale,Wexford",43.750071500000004,-79.2958491,Subway,43.746007572548756,-79.29323762088987,Sandwich Place
52,"Maryvale,Wexford",43.750071500000004,-79.2958491,Lebanese bakery,43.74670137305754,-79.29289639281615,Middle Eastern Restaurant
53,"Maryvale,Wexford",43.750071500000004,-79.2958491,Wexford Heights Plaza,43.74613567457937,-79.29378248248864,Shopping Mall
54,"Maryvale,Wexford",43.750071500000004,-79.2958491,Scarborough Garage Door Repair,43.75128820404063,-79.30150777101517,Auto Garage
55,"Maryvale,Wexford",43.750071500000004,-79.2958491,Sequoia Lounge,43.74564498729392,-79.29573737087405,Middle Eastern Restaurant
56,Agincourt,43.7942003,-79.26202940000002,Panagio's Breakfast & Lunch,43.79237001092506,-79.26020325805978,Breakfast Spot
57,Agincourt,43.7942003,-79.26202940000002,Twilight,43.791999483291015,-79.25858447143591,Lounge
58,Agincourt,43.7942003,-79.26202940000002,El Pulgarcito,43.792647695283875,-79.25920775335268,Latin American Restaurant
59,Agincourt,43.7942003,-79.26202940000002,Commander Arena,43.794867324063404,-79.26798888527924,Skating Rink
60,"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Remezzo Italian Bistro,43.778649,-79.308264,Italian Restaurant
61,"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,The Royal Chinese Restaurant 避風塘小炒,43.78050473445372,-79.29884391314476,Chinese Restaurant
62,"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Kub Khao,43.780437780734204,-79.2998370364667,Thai Restaurant
63,"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Eight Noodles,43.77823412485005,-79.30829897588661,Noodle House
64,"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,TD Canada Trust,43.7791686,-79.3036167,Bank
65,"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,KFC,43.77943993243305,-79.30337149356963,Fast Food Restaurant
66,"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Popeyes Louisiana Kitchen,43.780476,-79.29846,Fried Chicken Joint
67,"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Eaton Centre USA,43.78357217787199,-79.30491567549906,Shopping Mall
68,"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Little Caesars Pizza,43.78056271894292,-79.2986242771319,Pizza Place
69,"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Rexall,43.7809,-79.298764,Pharmacy
70,"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Circle K,43.7809377,-79.2986338,Convenience Store
71,"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Gusto Pizza,43.78360724036883,-79.29898327417831,Pizza Place
72,"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Rexall,43.78073190083844,-79.2982568317862,Pharmacy
73,"Agincourt North,L'Amoreaux East,Milliken,Steeles East",43.8152522,-79.2845772,Port Royal Park,43.815477,-79.289773,Park
74,"Agincourt North,L'Amoreaux East,Milliken,Steeles East",43.8152522,-79.2845772,Milliken Public School Playground,43.81538282984429,-79.2898673242174,Playground
75,L'Amoreaux West,43.799525200000005,-79.3183887,Mr Congee Chinese Cuisine 龍粥記,43.798878792587615,-79.3183345011537,Chinese Restaurant
76,L'Amoreaux West,43.799525200000005,-79.3183887,Phoenix Restaurant 金鳳餐廳,43.79819775434163,-79.31843152382791,Chinese Restaurant
77,L'Amoreaux West,43.799525200000005,-79.3183887,Subway,43.798982701368914,-79.31883822486604,Sandwich Place
78,L'Amoreaux West,43.799525200000005,-79.3183887,Price Chopper,43.799444969304986,-79.3185634598668,Grocery Store
79,L'Amoreaux West,43.799525200000005,-79.3183887,Shoppers Drug Mart,43.799966,-79.317985,Pharmacy
80,L'Amoreaux West,43.799525200000005,-79.3183887,KFC,43.7989384013184,-79.31885368338149,Fast Food Restaurant
81,L'Amoreaux West,43.799525200000005,-79.3183887,Tim Hortons,43.7991018,-79.3187148,Coffee Shop
82,L'Amoreaux West,43.799525200000005,-79.3183887,McDonald's,43.79824882031983,-79.31816666829309,Fast Food Restaurant
83,L'Amoreaux West,43.799525200000005,-79.3183887,Eggsmart,43.796375,-79.318681,Breakfast Spot
84,L'Amoreaux West,43.799525200000005,-79.3183887,Pizza Pizza,43.79790927666095,-79.31811332702635,Pizza Place
85,L'Amoreaux West,43.799525200000005,-79.3183887,Fit4Less,43.798394,-79.318453,Gym
86,L'Amoreaux West,43.799525200000005,-79.3183887,Taco Bell,43.798897858187395,-79.31870122759385,Fast Food Restaurant
87,L'Amoreaux West,43.799525200000005,-79.3183887,Nantha's Bakery,43.79643013115188,-79.3191507994383,Indian Restaurant
88,Hillcrest Village,43.8037622,-79.3634517,Eagle's Nest Golf Club,43.805454826002794,-79.36418592243415,Golf Course
89,Hillcrest Village,43.8037622,-79.3634517,New York Fries,43.80366383775661,-79.36390544874158,Fast Food Restaurant
90,Hillcrest Village,43.8037622,-79.3634517,AY Jackson Pool,43.804515413699576,-79.36613821581467,Pool
91,Hillcrest Village,43.8037622,-79.3634517,Villa Madina,43.80168506227364,-79.36393844569061,Mediterranean Restaurant
92,Hillcrest Village,43.8037622,-79.3634517,Duncan Creek Park,43.80553928816196,-79.36069456944033,Dog Run
93,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,The LEGO Store,43.77820727238842,-79.34348299621146,Toy / Game Store
94,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Michel's Baguette,43.77708227220403,-79.34455653003414,Bakery
95,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Hero Certified Burgers,43.7772948385197,-79.34458372068603,Burger Joint
96,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,SilverCity Fairview Mall Cinemas,43.77868093228815,-79.3440850072426,Movie Theater
97,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,CF Fairview Mall,43.777993908591895,-79.34366510981064,Shopping Mall
98,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Moxie's Classic Grill,43.777778810576905,-79.34318499889385,American Restaurant
99,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Apple Fairview,43.7779146,-79.343561,Electronics Store
100,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,DAVIDsTEA,43.77754451824154,-79.34526267457191,Tea Room
101,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,New York Fries,43.77829829945936,-79.34326735202254,Fast Food Restaurant
102,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Purdys Chocolatier,43.77816,-79.344154,Candy Store
103,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,H&M,43.77754859086118,-79.34560423018411,Clothing Store
104,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Shoppers Drug Mart,43.776079,-79.34363,Pharmacy
105,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Hudson's Bay,43.777830351654046,-79.34304327486974,Department Store
106,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Aroma Espresso Bar,43.777700197902725,-79.34465166972005,Coffee Shop
107,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,De Berardini's,43.77806925637981,-79.34264197549473,Salon / Barbershop
108,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Ten Ren's Tea Time,43.777158444629066,-79.34453087278449,Juice Bar
109,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Booster Juice,43.77742786,-79.3449699,Smoothie Shop
110,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Fairview Library Theatre,43.779018057023805,-79.34652599431665,Theater
111,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Old Navy,43.7779901,-79.3440914,Clothing Store
112,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,LCBO,43.77895496200283,-79.34504796258686,Liquor Store
113,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,J.Crew,43.7779417,-79.3451178,Clothing Store
114,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Starbucks,43.777757,-79.344451,Coffee Shop
115,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,TD Canada Trust,43.777763,-79.345974,Bank
116,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Zara,43.777961241763556,-79.34469070057258,Clothing Store
117,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Fairview Mall Food Garden,43.77836930887007,-79.34321606591291,Food Court
118,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Heart Sushi,43.777203,-79.343805,Japanese Restaurant
119,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Thai Express,43.77799,-79.344091,Restaurant
120,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Tim Hortons,43.777964,-79.344715,Coffee Shop
121,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Hollister Co.,43.778088689883695,-79.34370423838938,Clothing Store
122,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Tim Hortons,43.7749925,-79.3463027,Coffee Shop
123,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,SEPHORA,43.778366,-79.3437003,Cosmetics Shop
124,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,EB Games,43.7781866230844,-79.3433096596408,Video Game Store
125,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Tim Hortons,43.77524918178477,-79.34773966670036,Coffee Shop
126,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Tommy Hilfiger Company Store,43.77742747193735,-79.34589327979445,Clothing Store
127,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,McDonald's,43.7784074,-79.3435742,Fast Food Restaurant
128,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,St. Louis Bar and Grill,43.777081295346356,-79.3449062809075,Wings Joint
129,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Sport Chek,43.777760996766865,-79.34315772052062,Sporting Goods Shop
130,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,KFC,43.77827218538913,-79.34331697645614,Fast Food Restaurant
131,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Spring Rolls,43.777350695180374,-79.34397727347279,Asian Restaurant
132,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Bourbon St. Grill,43.77827649168577,-79.34324149162853,Fast Food Restaurant
133,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Z•teca,43.777216678163484,-79.3444011179068,Burrito Place
134,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Druxy's Famous Deli,43.77878702526164,-79.34444702976553,Deli / Bodega
135,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Garage Clothing,43.77695171853015,-79.34700906250485,Clothing Store
136,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Walking on a cloud,43.77795589204921,-79.34611288524502,Shoe Store
137,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Danier Leather,43.77791549617769,-79.34462122500315,Clothing Store
138,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Guess by Marciano,43.7776879,-79.3455882,Women's Store
139,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,BCBG Max Azria,43.77696607091188,-79.34701924857568,Boutique
140,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Ardene,43.77688620262047,-79.34717998514216,Women's Store
141,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Jacob,43.777558710864234,-79.34562333531562,Women's Store
142,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Gymboree,43.77733119829688,-79.3448477509349,Kids Store
143,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Breathe in Yoga,43.777095,-79.34819340000001,Yoga Studio
144,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Urban Planet,43.777825,-79.343519,Women's Store
145,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Bentley,43.77824084141985,-79.34353859382264,Luggage Store
146,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Forever XXI,43.778289762312255,-79.34330244159452,Clothing Store
147,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Grill It Up,43.77826768921672,-79.34330442089535,Food Court
148,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Laura Secord,43.7782285533859,-79.34321768453563,Dessert Shop
149,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Tonyc Salon & Spa,43.778299876471415,-79.34318324796638,Spa
150,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Teriyaki Experience,43.77832992258357,-79.34310953832035,Japanese Restaurant
151,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Yoi,43.778244,-79.34301,Japanese Restaurant
152,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Don Mills Station Bus Terminal,43.77592896385145,-79.3469536135742,Bus Station
153,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Fit For Life,43.77935234078756,-79.35056822110249,Fast Food Restaurant
154,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Oriole Park,43.78081676843454,-79.35132725701995,Baseball Field
155,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Michel's Baguette,43.77432584600824,-79.34668494032192,Bakery
156,Bayview Village,43.7869473,-79.385975,Sun Star Chinese Cuisine 翠景小炒,43.78791448422642,-79.38123404311649,Chinese Restaurant
157,Bayview Village,43.7869473,-79.385975,TD Canada Trust,43.7880740139986,-79.38036672770977,Bank
158,Bayview Village,43.7869473,-79.385975,Maxim's Cafe and Patisserie,43.78786337669778,-79.38075094208715,Café
159,Bayview Village,43.7869473,-79.385975,Kaga Sushi,43.78775840092113,-79.38108976991016,Japanese Restaurant
160,"Silver Hills,York Mills",43.7574902,-79.37471409999999,Windfields Cafeteria,43.755862,-79.370649,Cafeteria
161,Willowdale South,43.7701199,-79.40849279999999,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
162,Willowdale South,43.7701199,-79.40849279999999,Loblaws,43.768722,-79.412101,Grocery Store
163,Willowdale South,43.7701199,-79.40849279999999,The Keg,43.7665789176648,-79.41213141222555,Steakhouse
164,Willowdale South,43.7701199,-79.40849279999999,Cineplex Cinemas Empress Walk,43.76862539839479,-79.41261307104753,Movie Theater
165,Willowdale South,43.7701199,-79.40849279999999,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
166,Willowdale South,43.7701199,-79.40849279999999,Saryo,43.76697902009232,-79.41220491675689,Café
167,Willowdale South,43.7701199,-79.40849279999999,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant
168,Willowdale South,43.7701199,-79.40849279999999,Satay Sate,43.76669,-79.4121,Indonesian Restaurant
169,Willowdale South,43.7701199,-79.40849279999999,Starbucks,43.768353,-79.413046,Coffee Shop
170,Willowdale South,43.7701199,-79.40849279999999,Michaels,43.76724487394571,-79.41197372883607,Arts & Crafts Store
171,Willowdale South,43.7701199,-79.40849279999999,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
172,Willowdale South,43.7701199,-79.40849279999999,Empress Walk,43.768540252857974,-79.4126707082784,Shopping Mall
173,Willowdale South,43.7701199,-79.40849279999999,Booster Juice,43.76889,-79.4129899,Juice Bar
174,Willowdale South,43.7701199,-79.40849279999999,Symposium Cafe Restaurant & Lounge,43.77107544003332,-79.41339624610163,Restaurant
175,Willowdale South,43.7701199,-79.40849279999999,Starbucks,43.768464,-79.414017,Coffee Shop
176,Willowdale South,43.7701199,-79.40849279999999,PetSmart,43.769139,-79.412522,Pet Store
177,Willowdale South,43.7701199,-79.40849279999999,Dairy Queen (Treat),43.76701557770687,-79.4120009150447,Ice Cream Shop
178,Willowdale South,43.7701199,-79.40849279999999,Aura,43.766012799364795,-79.41081286441447,Lounge
179,Willowdale South,43.7701199,-79.40849279999999,Ajisen Ramen 味千ラーメン,43.771444,-79.413139,Ramen Restaurant
180,Willowdale South,43.7701199,-79.40849279999999,Subway,43.768175813865255,-79.41367417969296,Sandwich Place
181,Willowdale South,43.7701199,-79.40849279999999,Wendy's,43.76846127243853,-79.4123771060805,Fast Food Restaurant
182,Willowdale South,43.7701199,-79.40849279999999,Aburi Room,43.769197,-79.414039,Sushi Restaurant
183,Willowdale South,43.7701199,-79.40849279999999,Pho 88 Vietnamese Cuisine,43.77045596393368,-79.41306424537943,Vietnamese Restaurant
184,Willowdale South,43.7701199,-79.40849279999999,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
185,Willowdale South,43.7701199,-79.40849279999999,Dollarama,43.768722,-79.412101,Discount Store
186,Willowdale South,43.7701199,-79.40849279999999,KINTON RAMEN,43.76968375926793,-79.41304877291766,Ramen Restaurant
187,Willowdale South,43.7701199,-79.40849279999999,Boston Pizza,43.76966566980136,-79.41305666054794,Pizza Place
188,Willowdale South,43.7701199,-79.40849279999999,Shawarma Max,43.76601170897119,-79.41084443679077,Middle Eastern Restaurant
189,Willowdale South,43.7701199,-79.40849279999999,Subway,43.77140090446779,-79.41345717293876,Sandwich Place
190,Willowdale South,43.7701199,-79.40849279999999,Ten Ren's Tea Time 喫茶新饌,43.769574852327395,-79.41259669370922,Bubble Tea Shop
191,Willowdale South,43.7701199,-79.40849279999999,Freshslice Pizza,43.771353408025305,-79.4134865956423,Pizza Place
192,Willowdale South,43.7701199,-79.40849279999999,Second Cup,43.769041,-79.41187,Coffee Shop
193,Willowdale South,43.7701199,-79.40849279999999,Novotel Toronto North York,43.76872304736466,-79.41425730725825,Hotel
194,Willowdale South,43.7701199,-79.40849279999999,Ichiban Fish House,43.76599495334784,-79.4108127227573,Japanese Restaurant
195,Willowdale South,43.7701199,-79.40849279999999,PROJECT:FISH,43.7691,-79.414305,Sushi Restaurant
196,York Mills West,43.752758299999996,-79.4000493,TD Canada Trust Branch and ATM,43.7509235,-79.4010039,Bank
197,York Mills West,43.752758299999996,-79.4000493,Kitchen Food Fair,43.751297901387304,-79.40139340223642,Convenience Store
198,York Mills West,43.752758299999996,-79.4000493,Tournament Park,43.75125720420175,-79.39971685409546,Park
199,York Mills West,43.752758299999996,-79.4000493,Yorkminster Park,43.755488533718136,-79.40171241760254,Park
200,Willowdale West,43.7827364,-79.4422593,Tov-Li,43.78421369713337,-79.44609771646198,Pizza Place
201,Willowdale West,43.7827364,-79.4422593,Shoppers Drug Mart,43.784847,-79.446028,Pharmacy
202,Willowdale West,43.7827364,-79.4422593,Tim Hortons,43.7809395,-79.4442308,Coffee Shop
203,Willowdale West,43.7827364,-79.4422593,Dollarama,43.78467,-79.4466696,Discount Store
204,Willowdale West,43.7827364,-79.4422593,Hartman's,43.78431215202778,-79.44621271750725,Butcher
205,Parkwoods,43.7532586,-79.3296565,Brookbanks Park,43.751976046055574,-79.33214044722958,Park
206,Parkwoods,43.7532586,-79.3296565,Variety Store,43.75197441585782,-79.33311418516017,Food & Drink Shop
207,Don Mills North,43.745905799999996,-79.352188,LA Fitness,43.74766522888878,-79.34707696065234,Gym / Fitness Center
208,Don Mills North,43.745905799999996,-79.352188,Island Foods,43.745866073988985,-79.34603533317939,Caribbean Restaurant
209,Don Mills North,43.745905799999996,-79.352188,Baretto Caffé,43.74445646349851,-79.34645978471785,Café
210,Don Mills North,43.745905799999996,-79.352188,Gonoe Sushi,43.74573681959921,-79.34599119916211,Japanese Restaurant
211,Don Mills North,43.745905799999996,-79.352188,Elite Camps,43.745053,-79.354296,Basketball Court
212,"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Sorento Restaurant,43.72657509457231,-79.34198930569546,Italian Restaurant
213,"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Oomomo,43.72642908913988,-79.34328336099873,Discount Store
214,"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Fitness Connection,43.72747286430573,-79.34170684305083,Gym
215,"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Tilley Endurables,43.72703319748601,-79.34292634000684,Clothing Store
216,"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Swiss Chalet Rotisserie & Grill,43.7267367878352,-79.34140272120312,Restaurant
217,"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Japanese Canadian Cultural Centre,43.726429,-79.334971,Concert Hall
218,"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Skiis and Biikes,43.726350918006425,-79.34297712786963,Bike Shop
219,"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Just Hockey Source For Sports,43.72709513128194,-79.34259061584578,Sporting Goods Shop
220,"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,The Beer Store,43.7269871,-79.3414943,Beer Store
